speaker,speaker's job title,state,party,true counts,mostly true counts,half true counts,mostly false counts,false counts,pants on fire counts,count
Michigan Democratic Party,,,Democrat,0,1,0,0,0,0,1
Michelle Wolf,,,None,0,0,1,0,0,0,1
Michelle Rhee,,,None,0,0,1,0,0,0,1
Michelle Rehwinkel Vasilinda,,Florida,Democrat,1,0,0,0,0,0,1
Michelle Mosby,,Virginia,Democrat,0,0,1,0,0,0,1
Michelle Litjens,,Wisconsin,Republican,1,0,0,0,0,0,1
Michele Walsh,,Ohio,None,1,0,0,0,0,0,1
Michael Van Der Veen,,,None,0,0,0,1,0,0,1
Michael Untermeyer,,,Democrat,0,0,1,0,0,0,1
Michael Tyler,,Georgia,None,0,0,0,1,0,0,1
Michael T. Owens,,,None,0,1,0,0,0,0,1
Michael Solomon,,Rhode Island,Democrat,0,0,0,1,0,0,1
Michael Skolnik,,,None,0,0,1,0,0,0,1
Michael Skindell,,Ohio,Democrat,1,0,0,0,0,0,1
Michael Schrunk,,Oregon,State official,0,1,0,0,0,0,1
Michael Schraa,,,Republican,0,0,0,0,1,0,1
Michael Schirling,,,Republican,0,0,1,0,0,0,1
Michael Rosen,,Wisconsin,None,0,0,0,1,0,0,1
Michael Reese,,Oregon,None,1,0,0,0,0,0,1
Michael Reagan,,,Republican,0,0,0,1,0,0,1
Michael Opitz,,Georgia,Republican,0,0,0,1,0,0,1
Michael Murphy,,Wisconsin,None,0,0,0,0,1,0,1
Michael Medved,,,None,0,0,1,0,0,0,1
Michael Mcauliff,,,None,0,1,0,0,0,0,1
Michael Macdonald,,,Republican,0,0,0,1,0,0,1
Michael M. Crow,,,None,0,1,0,0,0,0,1
Michael Lee,,,Republican,0,1,0,0,0,0,1
Michael Julian Bond,,,None,0,1,0,0,0,0,1
Michael Hayden,,,None,1,0,0,0,0,0,1
Michael Dougherty,,,Journalist,1,0,0,0,0,0,1
Michael Denbrow,,Oregon,Democrat,0,0,0,1,0,0,1
Michael Cutler,,,Newsmaker,1,0,0,0,0,0,1
Michael Cohen,,New York,None,0,0,0,0,0,1,1
Michael Cerullo,,Rhode Island,None,0,0,0,1,0,0,1
Michael Cannon,,,Libertarian,0,0,0,0,1,0,1
Michael Adams,,,None,0,0,1,0,0,0,1
Metropolitan North Georgia Water Planning District,,,None,1,0,0,0,0,0,1
Menominee Indian Tribe Of Wisconsin,,,None,0,1,0,0,0,0,1
Menendez Facts,,,None,0,0,0,0,0,1,1
Memphis Police Association,,Tennessee,Organization,0,0,0,0,1,0,1
Melvin Sickler,,New Jersey,Organization,0,0,0,0,1,0,1
Melissa Sargent,,,Democrat,0,0,0,0,1,0,1
Melissa Johnson,,,None,1,0,0,0,0,0,1
Melissa Agard,,,Democrat,0,0,1,0,0,0,1
Meghan Mccain,,,Talk show host,0,0,1,0,0,0,1
Media Trackers,,,Organization,0,0,0,1,0,0,1
Meddaily,,,None,0,0,0,0,0,1,1
Meals On Wheels Of Rhode Island,,,Organization,0,0,0,1,0,0,1
Maxine Lipeles,,,None,1,0,0,0,0,0,1
Maxey Scherr,,Texas,Democrat,0,1,0,0,0,0,1
Max Nofziger,,Texas,Democrat,1,0,0,0,0,0,1
Maurice Thompson,,Ohio,None,0,0,0,0,1,0,1
Maureen Dowd,,New York,None,1,0,0,0,0,0,1
Matthew Hill,,Tennessee,Republican,0,0,0,0,1,0,1
Matthew Cooke,,,Libertarian,0,0,0,1,0,0,1
Matthew Charles Cardinale,,,None,1,0,0,0,0,0,1
Matthew Birmingham,,,None,0,0,0,0,1,0,1
Matt Wuerker,,,None,0,1,0,0,0,0,1
Matt Tighe,,New York,Democrat,0,0,0,1,0,0,1
Matt Rinker,,Georgia,None,0,0,0,1,0,0,1
Matt Mcgrath,,,Democrat,0,0,0,0,0,1,1
Matt Mccall,,,Republican,1,0,0,0,0,0,1
Matt Adamczyk,,,Republican,0,1,0,0,0,0,1
Mason Tvert,,,None,1,0,0,0,0,0,1
María Teresa Kumar,,,None,1,0,0,0,0,0,1
Marylanders To Prevent Gun Violence Education Fund,,,None,0,0,0,1,0,0,1
Mary Squires,,Georgia,Democrat,0,0,1,0,0,0,1
Mary Olson,,Oregon,None,0,0,1,0,0,0,1
Mary Norwood,,,Independent,1,0,0,0,0,0,1
Mary Mannix,,Virginia,Business leader,1,0,0,0,0,0,1
Mary González,,,Democrat,0,1,0,0,0,0,1
Mary Elizabeth Coleman,,,Republican,0,0,0,0,1,0,1
Marvin Pratt,,Wisconsin,None,0,0,0,0,1,0,1
Marty Beil,,,None,0,0,0,1,0,0,1
Martina White,,,Republican,0,0,0,0,1,0,1
Martina Navratilova,,Florida,None,0,0,1,0,0,0,1
Martin Smith,,Georgia,None,0,0,0,0,1,0,1
Martin Shkreli,,,None,0,0,0,0,1,0,1
Martin Kiar,,Florida,Democrat,1,0,0,0,0,0,1
Martin Golden,,,Republican,0,1,0,0,0,0,1
Martin Frost,,Texas,Democrat,0,0,0,1,0,0,1
Martha Robertson,,New York,Democrat,0,0,1,0,0,0,1
Martha Raddatz,,,Journalist,0,1,0,0,0,0,1
Martha Laning,,,Democrat,0,1,0,0,0,0,1
Martavius Jones,,Tennessee,Democrat,1,0,0,0,0,0,1
Marshall Faulk,,,None,1,0,0,0,0,0,1
Marla Stephens,,Wisconsin,None,0,1,0,0,0,0,1
Markos Moulitsas,,California,None,0,0,0,0,1,0,1
Mark Strama,,Texas,Democrat,0,0,0,1,0,0,1
Mark Sickles,,Virginia,Democrat,0,0,0,0,1,0,1
Mark Sharpe,,Florida,Republican,0,0,0,1,0,0,1
Mark Schlereth,,,None,0,1,0,0,0,0,1
Mark Perry,,,None,0,1,0,0,0,0,1
Mark Levin,,,Talk show host,0,0,0,1,0,0,1
Mark Johnson,,,Republican,0,0,0,0,1,0,1
Mark Jewell,,,Labor leader,0,0,0,0,1,0,1
Mark Hinkle,,California,Libertarian,1,0,0,0,0,0,1
Mark Geist,,,Newsmaker,0,0,0,1,0,0,1
Mark Emmert,,,None,0,0,1,0,0,0,1
Mark Drewniak,,New Jersey,Republican,1,0,0,0,0,0,1
Mark Dayton,,Minnesota,Democratic Farmer-Labor,0,0,1,0,0,0,1
Mark Daniels,,Oregon,None,0,0,0,0,1,0,1
Mark Critz,,Pennsylvania,Democrat,0,0,1,0,0,0,1
Mark Clayton,,Tennessee,Democrat,0,0,0,0,0,1,1
Mark Butler,,,Republican,0,0,1,0,0,0,1
Mark Brodeur,,Rhode Island,State official,0,1,0,0,0,0,1
Mark Born,,,Republican,0,0,1,0,0,0,1
Mark Belling,,Wisconsin,Talk show host,0,0,0,0,0,1,1
Mark Batinick,,,Republican,0,0,0,0,1,0,1
Mark Assini,,New York,Republican,0,0,0,0,1,0,1
Marjorie Sanfilippo,,Florida,None,0,0,1,0,0,0,1
Marjorie Dannenfelser,,,Newsmaker,0,0,0,1,0,0,1
Marisha Agana,,,Republican,0,0,0,1,0,0,1
Mario Loyola,,Texas,None,0,1,0,0,0,0,1
Mario Gallegos,,Texas,Democrat,0,0,1,0,0,0,1
Marijuana Policy Project,,,None,0,1,0,0,0,0,1
Marie Ghazal,,Rhode Island,Newsmaker,0,1,0,0,0,0,1
Marie Corfield,,New Jersey,Democrat,0,0,1,0,0,0,1
Maria Shriver,,,None,0,0,0,1,0,0,1
Maria Cantwell,,,Democrat,0,0,1,0,0,0,1
Margaret Hoover,,,None,0,0,0,0,1,0,1
Margaret Gomez,,Texas,Democrat,0,1,0,0,0,0,1
Margaret Carlson,,District of Columbia,None,0,0,1,0,0,0,1
Marcus Low,,,None,0,1,0,0,0,0,1
Marc Thiessen,,,Republican,0,0,0,0,1,0,1
Marc Short,,,Republican,0,0,1,0,0,0,1
Marc Schare,,Ohio,None,1,0,0,0,0,0,1
Marc Lamont Hill,,,Democrat,0,0,0,0,1,0,1
Marc Katz,,Texas,Democrat,0,1,0,0,0,0,1
Marc Butler,,,Republican,0,0,1,0,0,0,1
Maram Museitif,,,None,0,0,0,0,1,0,1
Mandela Barnes,,,Democrat,0,0,0,1,0,0,1
Mamie Locke,,Virginia,Democrat,1,0,0,0,0,0,1
Mallard Fillmore,,,None,0,1,0,0,0,0,1
Make Us Great Again,,,Republican,1,0,0,0,0,0,1
Major Garrett,,,None,1,0,0,0,0,0,1
Madison Cawthorn,,,Republican,0,0,0,0,1,0,1
Madison Action Fund,,,Republican,0,0,0,0,0,1,1
Madeleine Albright,,,Democrat,0,0,1,0,0,0,1
Mackubin Thomas Owens,,Rhode Island,Columnist,0,0,0,1,0,0,1
Mac Heller,,,None,1,0,0,0,0,0,1
Lz Granderson,,,None,0,1,0,0,0,0,1
Lynne Derbyshire,,,Newsmaker,0,1,0,0,0,0,1
Lynn Jenkins,,Kansas,Republican,0,0,1,0,0,0,1
Lynn Howe,,Oregon,Democrat,0,0,0,0,0,1,1
Lynda Rife,,Texas,Democrat,0,0,0,1,0,0,1
Lyle Larson,,,Republican,0,1,0,0,0,0,1
Lyft,,,None,0,0,1,0,0,0,1
Lumos,,,Organization,0,0,1,0,0,0,1
Luke Messer,,,Republican,1,0,0,0,0,0,1
Luis Alejo,,California,Democrat,0,0,0,0,0,1,1
Lovethispic.Com,,,None,0,0,0,0,1,0,1
Lovely Warren,,,Democrat,0,0,1,0,0,0,1
Louis Riggs,,,Republican,0,0,0,0,1,0,1
Louis Marinelli,,California,Independent,0,0,0,0,0,1,1
Lou Ann Zelenik,,Tennessee,Republican,0,0,0,0,1,0,1
Lori Haas,,"Virginia director, Coalition to Stop Gun Violence",Activist,0,0,1,0,0,0,1
Loretta Lynch,,,Democrat,1,0,0,0,0,0,1
Loren Collins,,Georgia,Libertarian,1,0,0,0,0,0,1
Lone Star First,,Texas,Democrat,0,0,0,0,0,1,1
Londonwebnews.Com,,,None,0,0,0,0,0,1,1
Liz Krueger,,,Democrat,0,0,1,0,0,0,1
Liz Carter,,Georgia,Republican,0,0,1,0,0,0,1
Livable Damascus,,Oregon,None,0,0,1,0,0,0,1
Lisa Tomasso,,Rhode Island,Democrat,1,0,0,0,0,0,1
Lisa Moore,,Texas,None,1,0,0,0,0,0,1
Lisa Boothe,,,Republican,0,0,0,1,0,0,1
Lisa Bloom,,California,None,0,1,0,0,0,0,1
Lisa Blais,,Rhode Island,Ocean State Tea Party in Action,0,0,0,1,0,0,1
Linda Sánchez,,,Democrat,0,0,0,1,0,0,1
Linda Mcmahon,,,Republican,0,0,0,0,1,0,1
Linda Koop,,Texas,Republican,0,1,0,0,0,0,1
Linda Curtis,,Texas,Independent,0,1,0,0,0,0,1
Lincoln Project,,,Republican,0,0,0,0,1,0,1
Limberbutt Mccubbins,,,Democrat,0,0,1,0,0,0,1
Lights For Liberty,,,None,0,0,0,1,0,0,1
Liberty Institute,,Texas,None,0,0,1,0,0,0,1
Liberty Headlines,,,None,0,0,0,0,1,0,1
Liberty Alliance,,,None,0,0,0,0,1,0,1
Libertarian Party Of Texas,,,Libertarian,0,0,1,0,0,0,1
Libertarian Party Of Broward County,,,Libertarian,0,0,0,0,1,0,1
Liberals Are Cool,,,Democrat,0,0,0,0,0,1,1
Lgbt Progress,,,Organization,0,0,0,1,0,0,1
Letitia James,,,Democrat,1,0,0,0,0,0,1
Let America Work,,Wisconsin,Organization,0,0,0,0,1,0,1
Leslie Geissler Munger,,,Republican,0,0,1,0,0,0,1
Leslie Curran,,,Republican,0,0,0,0,1,0,1
Lesley Cohen,,Nevada,Democrat,0,0,0,1,0,0,1
"Leonard Pitts, Jr.",,,Democrat,0,0,1,0,0,0,1
Leon Young,,,Democrat,0,0,0,0,0,1,1
Leon Panetta,,California,Democrat,0,0,1,0,0,0,1
Lenar Whitney,,Louisiana,Republican,0,0,0,0,0,1,1
Left Action,,,Democrat,0,0,0,0,1,0,1
Lee Merritt,,,Newsmaker,0,0,0,0,1,0,1
Lee Camp,,,Talk show host,0,0,1,0,0,0,1
Learnprogress.Org,,,None,0,0,0,0,1,0,1
Leah Ward Sears,,Georgia,None,0,1,0,0,0,0,1
League Of Women Voters Of Texas Education Fund,,,None,1,0,0,0,0,0,1
League Of Women Voters Of Florida,,,None,1,0,0,0,0,0,1
Leaders For A Better Community,,,None,0,0,0,0,0,1,1
Lawrence Summers,,,Democrat,0,1,0,0,0,0,1
Lawrence Lessig,,Massachusetts,Activist,0,1,0,0,0,0,1
Lawana Mayfield,,,Democrat,0,0,0,0,0,1,1
Laurence Tribe,,,None,0,0,0,1,0,0,1
Laurence Ehrhardt,,Rhode Island,Republican,0,0,0,0,0,1,1
Lauren Kane,,Georgia,Republican,0,0,1,0,0,0,1
Lauren Hitt,,Pennsylvania,Democrat,0,0,0,0,0,0,1
Lauren Benedict,,Georgia,Democrat,0,0,0,0,0,1,1
Latonya Johnson,,,Democrat,0,0,0,1,0,0,1
Larry Yarborough,,North Carolina,Republican,0,1,0,0,0,0,1
Larry Valencia,,Rhode Island,Democrat,1,0,0,0,0,0,1
Larry Pittman,,,Republican,0,0,0,0,0,1,1
Larry Krasner,,,Democrat,0,0,0,1,0,0,1
Larry Kilgore,,,Republican,0,0,0,0,1,0,1
Larry Gonzales,,Texas,Republican,1,0,0,0,0,0,1
Larry Gause,,,Republican,0,0,0,0,1,0,1
Larry Fedora,,,None,0,0,1,0,0,0,1
Larry Ahern,,Florida,Republican,0,0,0,0,1,0,1
Lara Logan,,,Talk show host,0,0,0,0,1,0,1
Lanny Lancaster,,,Republican,0,0,0,0,0,1,1
Lamar Mckay,,,None,0,0,0,1,0,0,1
Lakeshia Myers,,,Democrat,0,0,1,0,0,0,1
Lainey Melnick,,Texas,Democrat,0,0,0,1,0,0,1
Ladies Of Liberty,,,None,0,0,0,0,0,1,1
La Raza,,,None,1,0,0,0,0,0,1
"L.C. ""Buster"" Evans",,,None,0,1,0,0,0,0,1
Kyleen Wright,,Texas,Republican,0,0,0,1,0,0,1
Kyle Williams,,Georgia,Democrat,0,0,0,0,1,0,1
Kwame Raoul,,,Democrat,0,0,0,0,1,0,1
Kurt Schuller,,Wisconsin,Republican,0,0,0,0,1,0,1
Kurt Schaefer,,,Republican,0,0,0,1,0,0,1
Kurt Browning,,Florida,Republican,0,0,0,1,0,0,1
Kurt Bauer,,Wisconsin,None,0,0,0,1,0,0,1
Kristi Noem,,,Republican,0,0,0,1,0,0,1
Kriner Cash,,,None,0,1,0,0,0,0,1
Kofi Annan,,,None,0,1,0,0,0,0,1
Kitty Rhoades,,,Republican,0,0,0,1,0,0,1
Kirstjen Nielsen,,,None,0,0,0,0,1,0,1
Kirsten Powers,,,Democrat,0,0,1,0,0,0,1
Kiplinger.Com,,,None,0,0,1,0,0,0,1
Kionne Mcghee,,,Democrat,0,1,0,0,0,0,1
Kimberly Nelson,,North Carolina,None,1,0,0,0,0,0,1
Kimberly Lightford,,,Democrat,0,0,0,0,1,0,1
Kimberley Strassel,,,Columnist,0,0,0,0,1,0,1
Kim Thatcher,,Oregon,Republican,0,1,0,0,0,0,1
Kim Gray,,,None,0,0,0,0,1,0,1
Kid Rock,,,Republican,0,0,1,0,0,0,1
Kevin Sorbo,,,None,0,0,0,0,0,1,1
Kevin Russell,,Texas,None,0,1,0,0,0,0,1
Kevin Levitas,,,Democrat,0,0,0,0,1,0,1
Kevin Graham,,,None,0,0,0,1,0,0,1
Kevin Downing,,,None,0,0,0,0,0,1,1
Kevin Cameron,,Oregon ,Republican,0,1,0,0,0,0,1
Kevin Cahill,,,Democrat,0,0,1,0,0,0,1
Kevin Bloye,,,None,0,0,0,1,0,0,1
"Kernan ""Kerry"" King",,,Republican,1,0,0,0,0,0,1
Kentucky Opportunity Coalition,,Kentucky,Republican,0,0,0,1,0,0,1
Kenneth Mckay,,,Republican,0,0,0,0,0,1,1
Kendra Yarbrough Camarena,,Texas,Democrat,0,0,0,1,0,0,1
Kendra Fershee,,,Democrat,0,1,0,0,0,0,1
Kendall Scudder,,,Democrat,0,0,0,0,1,0,1
Kendall Jones,,,None,0,0,0,0,1,0,1
Ken Zarifis,,,Activist,0,0,0,0,1,0,1
Ken Tanner,,,None,0,0,1,0,0,0,1
Ken Mercer,,Texas,Republican,0,0,0,1,0,0,1
Ken Legler,,Texas,Republican,0,0,0,0,1,0,1
Ken Lanci,,Ohio,Independent,0,0,1,0,0,0,1
Ken Hodges,,Georgia,Democrat,0,0,0,1,0,0,1
Ken Hagan,,Florida,Republican,0,0,0,1,0,0,1
Ken Blackwell,,,Republican,0,0,0,0,0,1,1
Ken Allen,,,Democrat,0,0,0,0,1,0,1
Kelly Mcginn,,,Republican,0,0,0,0,1,0,1
Kelly E. Hastings,,,Republican,0,1,0,0,0,0,1
Kelly Alexander,,,Democrat,1,0,0,0,0,0,1
Kelley Dragoo,,,Green Party,0,0,0,1,0,0,1
Keith Stokes,,Rhode Island,State official,0,0,0,1,0,0,1
Keith Rothfus,,,Republican,0,1,0,0,0,0,1
Keith Parker,,Georgia,None,1,0,0,0,0,0,1
Keep Austin Healthy Pac,,,None,0,1,0,0,0,0,1
Kayla Moore,,,Republican,0,0,0,0,1,0,1
Kaye Kory,,,Democrat,0,0,0,0,1,0,1
Kaya Jones,,,Republican,0,0,0,0,0,1,1
Kay Hoflander,,,Republican,0,0,0,0,1,0,1
Katty Kay,,,None,1,0,0,0,0,0,1
Katrina Pierson,,,Republican,0,0,0,0,0,1,1
Katie Porter,,,Democrat,0,0,0,1,0,0,1
Kathy Tran,,,Democrat,0,0,0,0,1,0,1
Kathy Sheehan,,,Democrat,0,1,0,0,0,0,1
Kathy Nickolaus,,Wisconsin,Republican,0,0,0,1,0,0,1
Kathy Miller,,,None,0,0,1,0,0,0,1
Kathleen Sullivan,,Rhode Island,Activist,0,0,0,0,1,0,1
Kathleen Passidomo,,Florida,Republican,1,0,0,0,0,0,1
Kathleen Murphy,,Virginia,Democrat,0,1,0,0,0,0,1
Kathleen Connell,,Rhode Island,Democrat,0,0,0,0,1,0,1
Kathleen Angelucci,,Georgia,Republican,0,0,0,1,0,0,1
Katherine Cloonen,,Illinois,Democrat,0,0,0,0,0,1,1
Karl Racine,,,Democrat,0,1,0,0,0,0,1
Karl King,,Oregon,None,0,0,0,0,1,0,1
Karina Wood,,Rhode Island,Organization,1,0,0,0,0,0,1
Karin Housley,,,Republican,0,0,0,0,1,0,1
Kari Chisholm,,Oregon,Democrat,0,0,0,0,1,0,1
Karen Sage,,Texas,Democrat,1,0,0,0,0,0,1
Karen Lewis,,,None,0,0,1,0,0,0,1
Karen Huber,,Texas,Democrat,0,0,1,0,0,0,1
Karen Brinson Bell,,,None,0,0,0,1,0,0,1
Karen Bass,,California,Democrat,0,0,1,0,0,0,1
Kal Penn,,,Democrat,0,1,0,0,0,0,1
Kai Degner,,Virginia,Democrat,0,0,0,0,1,0,1
Justin Trudeau,,,Liberal Party of Canada,0,1,0,0,0,0,1
Justin Nelson,,,Democrat,1,0,0,0,0,0,1
Justin Hewlett,,Texas,Republican,0,0,0,1,0,0,1
Justin Clark,,,Republican,0,0,0,1,0,0,1
Justin Barasky,,Washington D.C.,Democrat,0,0,0,0,0,1,1
Justice Democrats,,,Democrat,0,0,1,0,0,0,1
Julius Jones,,Massachusetts,Activist,0,0,1,0,0,0,1
Julie Parrish,,Oregon,Republican,0,0,0,0,1,0,1
Juliana Stratton,,,Democrat,0,0,0,0,1,0,1
Julian Bradley,,,Republican,0,1,0,0,0,0,1
Julian Bond,,,None,0,0,0,0,1,0,1
Julian Assange,,,None,0,0,1,0,0,0,1
Julia Sass Rubin,,New Jersey,None,0,1,0,0,0,0,1
Julia Hurley,,Tennessee,Republican,0,0,0,1,0,0,1
Judy Shiprack And Diane Mckeel,,,None,0,0,1,0,0,0,1
Judy Manning,,Georgia,Republican,0,0,0,0,0,1,1
Judy Chu,,,Democrat,0,0,0,1,0,0,1
Judson Phillips,,,None,0,0,1,0,0,0,1
Judith Zaffirini,,Texas,Democrat,0,1,0,0,0,0,1
Judicial Confirmation Network,,,None,0,0,1,0,0,0,1
Juda Engelmayer,,Georgia,None,0,0,0,0,0,1,1
Juan Hernández,,,Republican,0,1,0,0,0,0,1
"Juan ""Chuy"" Hinojosa",,,Democrat,0,0,1,0,0,0,1
Joyce Mauk,,,None,1,0,0,0,0,0,1
Joyce Krawiec,,,Republican,0,0,0,0,1,0,1
José Serrano,,,Democrat,0,1,0,0,0,0,1
José Oliva,,,Republican,0,0,1,0,0,0,1
Joshua Miller,,Rhode Island,Democrat,0,0,1,0,0,0,1
Joshua Marquis,,Oregon,Democrat,0,0,1,0,0,0,1
Joshua Henne,,New Jersey,None,0,0,0,0,1,0,1
Josh Treviño,,,Republican,0,1,0,0,0,0,1
Josh Shapiro,,Pennsylvania,Democrat,1,0,0,0,0,0,1
Josh Pade,,,Democrat,0,0,0,1,0,0,1
Josh Kaul,,,Democrat,1,0,0,0,0,0,1
Josh Holmes,,,Republican,0,0,0,1,0,0,1
Josh Fox,,,None,0,1,0,0,0,0,1
Josh Earnest,,,Democrat,1,0,0,0,0,0,1
Josh Burgin,,Florida,Republican,0,0,0,0,1,0,1
Joseph Yost,,Virginia,Republican,0,1,0,0,0,0,1
Joseph Testa,,Ohio,Republican,0,1,0,0,0,0,1
Joseph Levy,,,Organization,0,0,0,1,0,0,1
Joseph Henchman,,,Newsmaker,0,0,0,0,1,0,1
Joseph Fernandez,,Rhode Island,Democrat,0,0,0,0,1,0,1
Joseph Chiusolo,,New Jersey,Republican,0,0,1,0,0,0,1
Joseph Andriole,,Rhode Island,Labor leader,0,1,0,0,0,0,1
"Joseph ""Joe"" Deshotel",,,Democrat,0,0,0,0,1,0,1
Jose Rodriguez,,Texas,Democrat,0,0,0,1,0,0,1
Jose Carrillo,,,None,0,1,0,0,0,0,1
Jordan Rachel,,,Activist,0,0,0,0,1,0,1
Jonathan Wichmann,,,Republican,0,0,0,0,0,1,1
Jonathan Turley,,,None,0,0,0,1,0,0,1
Jonathan Steitz,,Wisconsin,Republican,0,0,0,0,1,0,1
Jonathan Saenz,,,None,0,0,0,1,0,0,1
Jonathan Jarvis,,,None,1,0,0,0,0,0,1
Jonathan Harris,,Rhode Island,Activist,0,1,0,0,0,0,1
Jonathan Brostoff,,,Democrat,0,0,0,0,1,0,1
Jonathan Boucher,,Rhode Island,Democrat,0,0,0,0,0,1,1
Jonah Goldberg,,"Washington, D.C.",None,0,0,1,0,0,0,1
Jon “Bowzer” Bauman,,,None,0,0,0,1,0,0,1
Jon Rosenthal,,,Democrat,0,1,0,0,0,0,1
Jon Richards,,,Democrat,0,0,0,0,1,0,1
Jon Hoadley,,,Democrat,0,1,0,0,0,0,1
John Yarmuth,,Kentucky,Democrat,0,0,1,0,0,0,1
John Whitmire,,Texas,Democrat,0,1,0,0,0,0,1
John Whitbeck,,Virginia,Republican,0,0,0,0,1,0,1
John Watson,,Georgia,None,0,1,0,0,0,0,1
John Torbett,,,Republican,1,0,0,0,0,0,1
John Thomaides,,,None,0,1,0,0,0,0,1
John Tassoni Jr.,,,Democrat,0,0,0,0,0,1,1
John Stossel,,,Libertarian,0,0,0,0,1,0,1
John Stone,,Georgia,Republican,0,0,1,0,0,0,1
John Skvarla,,North Carolina,Republican,0,0,0,1,0,0,1
John Sherman,,,None,0,0,0,0,1,0,1
John Sharp,,Texas,Democrat,0,0,1,0,0,0,1
John Scocos,,,State official,1,0,0,0,0,0,1
John Rodgers,,,Democrat,0,0,0,0,1,0,1
John Roberts,,"Washington, D.C.",None,0,0,1,0,0,0,1
John Ratcliffe,,,Republican,0,0,0,0,1,0,1
John Rafferty,,Pennsylvania,Republican,0,0,0,0,0,1,1
John Raese,,West Virginia,Republican,0,0,0,0,0,1,1
John Plumb,,New York,Democrat,1,0,0,0,0,0,1
John Pistole,,,None,1,0,0,0,0,0,1
John Patrick,,,Democrat,0,1,0,0,0,0,1
John Pagliarini,,Rhode Island,Republican,0,0,1,0,0,0,1
John Padgett,,Georgia,Republican,1,0,0,0,0,0,1
John Murtha,,,Democrat,0,0,0,1,0,0,1
John Moorlach,,,Republican,0,0,0,1,0,0,1
John Mckeon,,,Democrat,0,0,1,0,0,0,1
John Mccallum,,,Republican,0,1,0,0,0,0,1
John Matson,,Rhode Island,Democrat,0,0,1,0,0,0,1
John Loud,,Georgia,None,0,1,0,0,0,0,1
John Lott,,,None,0,0,1,0,0,0,1
John Lombardi,,Rhode Island,Democrat,0,0,0,0,0,1,1
John Lehman,,Wisconsin,Democrat,1,0,0,0,0,0,1
John Legend,,,None,0,1,0,0,0,0,1
John Larson,,,Democrat,0,0,1,0,0,0,1
John Kline,,,Republican,0,0,0,0,1,0,1
John Klenke,,Wisconsin,Republican,0,0,0,0,1,0,1
John Hutson,,New Hampshire,None,0,1,0,0,0,0,1
John Humphries,,,None,0,0,0,1,0,0,1
John G. Morgan,,,None,1,0,0,0,0,0,1
John Fredericks,,Virginia,Talk show host,0,0,0,0,1,0,1
John Faulk,,Texas,Republican,0,0,0,0,1,0,1
John Elkhay,,Rhode Island,Newsmaker,0,0,1,0,0,0,1
John Eichelberger,,,Republican,0,0,0,0,1,0,1
John E. Sununu,,,Republican,0,0,0,0,1,0,1
John Driscoll,,New Jersey,Republican,0,0,0,1,0,0,1
John Currie,,New Jersey,Democrat,0,0,1,0,0,0,1
John Culberson,,,Republican,0,0,0,0,1,0,1
John Cortes,,Florida,Democrat,1,0,0,0,0,0,1
"John Conyers, Jr.",,,Democrat,0,1,0,0,0,0,1
John Chisholm,,,Democrat,0,1,0,0,0,0,1
John Calipari,,,None,0,0,0,1,0,0,1
John Buss,,Florida,None,0,1,0,0,0,0,1
John Bucy Iii,,,Democrat,1,0,0,0,0,0,1
John Bradley,,Texas,Republican,0,1,0,0,0,0,1
John Bolton Superpac,,,Organization,0,0,1,0,0,0,1
John Bolton,,,Republican,0,1,0,0,0,0,1
John Birch Society,,,Organization,0,0,1,0,0,0,1
John Barge,,Georgia,Republican,0,1,0,0,0,0,1
John Axford,,Wisconsin,None,1,0,0,0,0,0,1
Joellen Smith,,,None,1,0,0,0,0,0,1
Joel Kleefisch,,Wisconsin,Republican,0,1,0,0,0,0,1
Joel Klatt,,,None,0,0,1,0,0,0,1
Joel Keehn,,,None,1,0,0,0,0,0,1
Joel Griffith,,,Republican,0,1,0,0,0,0,1
Joel Giambra,,,Republican,0,0,0,0,1,0,1
Joee Lindbeck,,Rhode Island,State official,0,0,1,0,0,0,1
Joe Zepecki,,,Democrat,0,0,0,0,1,0,1
Joe Wilson,,South Carolina,Republican,0,0,0,0,1,0,1
Joe Wilkinson,,Georgia,Republican,0,0,0,0,1,0,1
Joe Walsh,,Illinois,Republican,0,0,0,0,1,0,1
Joe Theismann,,Virginia,None,0,0,0,0,1,0,1
Joe Pojman,,Texas,Republican,1,0,0,0,0,0,1
Joe Pennacchio,,New Jersey,Republican,0,0,1,0,0,0,1
Joe Miller,,Alaska,Republican,0,0,0,0,1,0,1
Joe Leibham,,,Republican,0,0,0,0,1,0,1
Joe Kernen,,,Talk show host,0,0,0,1,0,0,1
Joe Kennedy,,,Democrat,0,1,0,0,0,0,1
Joe Gruters,,,Republican,0,0,0,1,0,0,1
Joe Gibbons,,Florida,Democrat,0,0,0,1,0,0,1
Joe Donald,,,None,0,1,0,0,0,0,1
"Joe Davis, Sr.",,,None,0,0,0,1,0,0,1
Joe Berrios,,,Democrat,0,0,0,1,0,0,1
Joe Atkins,,,Democrat,0,0,1,0,0,0,1
Joe Arpaio,,,Republican,0,0,0,0,1,0,1
Jody Conradt,,Texas,None,0,0,0,1,0,0,1
Jobs Ohio,,Ohio,None,1,0,0,0,0,0,1
Job Itzkowitz,,,None,0,1,0,0,0,0,1
Jimmy Barrett,,Virginia,None,1,0,0,0,0,0,1
Jimmy Anderson,,,Democrat,0,0,1,0,0,0,1
